index,id_client,id_vehicule,id_contrat,bonus,type_contrat,duree_contrat,anciennete_info,freq_paiement,paiement,utilisation,code_postal,conducteur2,age_conducteur1,age_conducteur2,sex_conducteur1,sex_conducteur2,anciennete_permis1,anciennete_permis2,anciennete_vehicule,cylindre_vehicule,din_vehicule,essence_vehicule,marque_vehicule,modele_vehicule,debut_vente_vehicule,fin_vente_vehicule,vitesse_vehicule,type_vehicule,prix_vehicule,poids_vehicule,nombre_sinistres,montant_sinistre
18305,A00016755,V01,A00016755-V01,0.5,Maxi,20,2,Yearly,No,Retired,50292,Yes,77,72,M,F,54,44,6.0,1461,106,Diesel,RENAULT,MEGANE,6,5,185,Tourism,20800,1260,0,0.0
18306,A00016756,V01,A00016756-V01,0.5,Maxi,21,1,Monthly,No,WorkPrivate,76231,No,50,0,M,,22,0,1.0,1461,68,Diesel,DACIA,LOGAN,3,1,150,Tourism,12100,1205,0,0.0
18307,A00016757,V01,A00016757-V01,0.5,Maxi,18,5,Biannual,No,Retired,75116,No,77,0,F,,59,0,8.0,1587,109,Gasoline,PEUGEOT,307,10,8,190,Tourism,20150,1193,0,0.0
18308,A00016758,V01,A00016758-V01,0.5,Median1,9,1,Monthly,No,WorkPrivate,74112,No,37,0,M,,19,0,20.0,1769,60,Diesel,PEUGEOT,309,21,18,153,Tourism,12257,950,0,0.0
18309,A00016759,V01,A00016759-V01,0.5,Maxi,20,2,Biannual,No,WorkPrivate,86139,No,43,0,M,,24,0,18.0,2068,67,Diesel,RENAULT,R21,25,22,164,Tourism,13507,1075,0,0.0
18310,A00016760,V01,A00016760-V01,0.6,Median1,8,5,Biannual,No,WorkPrivate,79006,No,35,0,M,,16,0,18.0,1343,75,Gasoline,HONDA,CIVIC,20,15,170,Tourism,14544,1020,0,0.0
18311,A00016761,V01,A00016761-V01,0.5,Maxi,5,5,Biannual,No,WorkPrivate,06088,Yes,51,42,M,F,19,19,5.0,1198,55,Gasoline,VOLKSWAGEN,POLO,10,7,152,Tourism,11740,1100,0,0.0
18312,A00016762,V01,A00016762-V01,0.68,Median2,4,1,Yearly,No,WorkPrivate,19030,No,26,0,M,,7,0,8.0,1975,143,Gasoline,HYUNDAI,COUPE,8,8,208,Tourism,20250,1321,0,0.0
18313,A00016763,V01,A00016763-V01,0.77,Maxi,4,2,Monthly,No,Retired,37233,No,65,0,F,,37,0,6.0,1461,66,Diesel,RENAULT,CLIO,10,8,163,Tourism,13050,960,0,0.0
18314,A00016764,V01,A00016764-V01,0.5,Maxi,22,2,Monthly,No,WorkPrivate,71564,Yes,47,43,M,F,29,24,4.0,1995,150,Diesel,RENAULT,MEGANE,6,5,210,Tourism,25500,1310,0,0.0
18315,A00016765,V01,A00016765-V01,0.5,Maxi,27,1,Monthly,Yes,Retired,04070,No,71,0,F,,47,0,6.0,1390,98,Gasoline,RENAULT,CLIO,10,8,186,Tourism,13750,980,0,0.0
18316,A00016766,V01,A00016766-V01,0.68,Maxi,5,1,Monthly,No,WorkPrivate,51108,No,30,0,F,,12,0,8.0,1870,120,Diesel,RENAULT,SCENIC,8,6,188,Tourism,24150,1430,0,0.0
18317,A00016767,V01,A00016767-V01,0.5,Maxi,9,6,Yearly,No,Retired,29072,Yes,73,74,M,F,50,32,13.0,1587,90,Gasoline,PEUGEOT,306,13,12,179,Tourism,17303,1090,0,0.0
18318,A00016768,V01,A00016768-V01,0.54,Maxi,2,2,Yearly,No,WorkPrivate,92023,No,33,0,M,,13,0,2.0,1560,90,Diesel,PEUGEOT,207,5,2,182,Tourism,18750,1205,1,2519.17
18319,A00016769,V01,A00016769-V01,0.85,Maxi,2,1,Monthly,No,WorkPrivate,73280,No,27,0,M,,9,0,30.0,3785,86,Diesel,MERCEDES BENZ,L508,42,25,110,Commercial,22529,0,0,0.0
18320,A00016770,V01,A00016770-V01,0.8,Maxi,6,5,Yearly,No,WorkPrivate,75118,Yes,36,35,M,F,11,16,9.0,1149,75,Gasoline,RENAULT,TWINGO,10,6,168,Tourism,13450,835,0,0.0
18321,A00016771,V01,A00016771-V01,0.5,Median2,15,3,Yearly,No,Retired,72138,No,62,0,M,,40,0,30.0,1397,48,Gasoline,RENAULT,TRAFIC,31,22,107,Commercial,10343,0,0,0.0
18322,A00016772,V01,A00016772-V01,0.54,Maxi,1,1,Monthly,No,Professional,29103,No,46,0,M,,27,0,4.0,2198,101,Diesel,CITROEN,JUMPER,5,1,135,Commercial,31455,1910,0,0.0
18323,A00016773,V01,A00016773-V01,0.5,Median2,8,3,Monthly,No,WorkPrivate,51454,No,45,0,M,,23,0,16.0,1665,90,Diesel,BMW,318,17,15,183,Tourism,23249,1265,0,0.0
18324,A00016774,V01,A00016774-V01,0.5,Maxi,26,1,Monthly,No,WorkPrivate,78362,No,46,0,M,,27,0,2.0,1598,105,Diesel,FIAT,BRAVO,3,1,187,Tourism,21050,1320,0,0.0
18325,A00016775,V01,A00016775-V01,0.64,Maxi,8,3,Monthly,No,WorkPrivate,61001,No,62,0,M,,15,0,9.0,1598,111,Gasoline,RENAULT,SCENIC,12,11,185,Tourism,17517,1260,0,0.0
18326,A00016776,V01,A00016776-V01,0.5,Median2,11,1,Biannual,No,Retired,17286,No,64,0,M,,42,0,4.0,1461,58,Diesel,RENAULT,KANGOO,8,6,137,Commercial,14651,1660,0,0.0
18327,A00016777,V01,A00016777-V01,0.5,Maxi,17,1,Yearly,No,WorkPrivate,33192,Yes,55,51,M,F,36,32,1.0,1560,112,Diesel,PEUGEOT,3008,1,1,183,Tourism,26200,1421,0,0.0
18328,A00016778,V01,A00016778-V01,0.54,Mini,1,1,Yearly,No,WorkPrivate,31035,No,36,0,M,,14,0,9.0,1998,109,Diesel,PEUGEOT,406,13,8,185,Tourism,22100,1535,0,0.0
18329,A00016779,V01,A00016779-V01,0.5,Maxi,26,5,Yearly,No,Retired,72181,No,85,0,M,,57,0,10.0,1360,75,Gasoline,PEUGEOT,206,12,6,160,Tourism,15850,1055,0,0.0
18330,A00016780,V01,A00016780-V01,0.5,Median1,12,3,Monthly,No,WorkPrivate,28277,No,46,0,M,,28,0,17.0,1360,75,Gasoline,PEUGEOT,205,17,14,170,Tourism,10733,830,0,0.0
18331,A00016780,V02,A00016780-V02,0.5,Median2,12,3,Monthly,No,WorkPrivate,28277,Yes,46,26,M,F,28,6,24.0,1769,60,Diesel,PEUGEOT,205,28,18,155,Tourism,11564,850,0,0.0
18332,A00016780,V03,A00016780-V03,0.5,Maxi,4,4,Monthly,No,WorkPrivate,28277,No,47,0,F,,13,0,5.0,1560,90,Diesel,PEUGEOT,PARTNER,6,3,163,Tourism,18900,1110,0,0.0
18333,A00016781,V01,A00016781-V01,0.5,Median2,7,1,Yearly,Yes,WorkPrivate,75118,No,69,0,M,,48,0,19.0,1272,55,Gasoline,VOLKSWAGEN,POLO,28,19,155,Tourism,9170,725,0,0.0
18334,A00016782,V01,A00016782-V01,0.5,Median2,17,5,Quarterly,No,WorkPrivate,34032,No,73,0,F,,40,0,17.0,954,45,Gasoline,PEUGEOT,106,19,17,145,Tourism,9818,850,0,0.0
18335,A00016783,V01,A00016783-V01,0.5,Maxi,5,1,Biannual,No,WorkPrivate,92064,No,55,0,M,,32,0,10.0,2179,134,Diesel,CITROEN,C5,10,7,205,Tourism,29450,1560,0,0.0
18336,A00016784,V01,A00016784-V01,0.5,Maxi,4,2,Quarterly,No,WorkPrivate,47079,Yes,56,58,F,M,37,40,7.0,1870,120,Diesel,RENAULT,MEGANE,9,6,196,Tourism,21850,1270,0,0.0
18337,A00016785,V01,A00016785-V01,0.5,Maxi,1,1,Biannual,No,WorkPrivate,57221,Yes,43,47,F,M,24,29,10.0,1587,109,Gasoline,PEUGEOT,206,11,5,185,Tourism,17550,1140,0,0.0
18338,A00016786,V01,A00016786-V01,0.5,Maxi,28,1,Biannual,No,WorkPrivate,75119,No,59,0,M,,35,0,1.0,1591,127,Gasoline,KIA,SOUL,2,1,177,Tourism,15190,1170,1,723.04
18339,A00016787,V01,A00016787-V01,0.5,Maxi,7,4,Biannual,No,Retired,77350,No,76,0,M,,53,0,5.0,1910,120,Diesel,OPEL,ZAFIRA,6,6,185,Tourism,24900,1538,0,0.0
18340,A00016788,V01,A00016788-V01,0.64,Maxi,4,4,Monthly,No,WorkPrivate,72181,No,39,0,F,,21,0,4.0,1124,60,Gasoline,CITROEN,C3,7,6,157,Tourism,13350,978,0,0.0
18341,A00016789,V01,A00016789-V01,0.5,Mini,7,4,Yearly,No,Retired,38435,Yes,81,79,M,F,58,56,16.0,1108,55,Gasoline,FIAT,PANDA,16,15,130,Tourism,9559,800,0,0.0
18342,A00016789,V02,A00016789-V02,0.5,Mini,7,4,Yearly,No,Retired,38435,Yes,79,81,F,M,56,58,16.0,2499,116,Diesel,JEEP,CHEROKEE,17,14,165,Commercial,22700,1545,0,0.0
18343,A00016790,V01,A00016790-V01,0.72,Maxi,11,1,Biannual,No,WorkPrivate,49350,No,30,0,M,,11,0,3.0,1560,109,Diesel,PEUGEOT,308,3,3,190,Tourism,23450,1337,0,0.0
18344,A00016791,V01,A00016791-V01,0.5,Maxi,6,1,Monthly,No,Retired,52448,No,62,0,M,,43,0,2.0,1560,90,Diesel,CITROEN,C4,7,3,180,Tourism,18800,1257,0,0.0
18345,A00016792,V01,A00016792-V01,0.5,Mini,1,1,Biannual,No,WorkPrivate,13001,No,46,0,M,,27,0,21.0,2495,96,Diesel,MITSUBISHI,PAJERO,21,20,140,Tourism,30178,1570,0,0.0
18346,A00016793,V01,A00016793-V01,0.5,Maxi,6,6,Yearly,No,WorkPrivate,67447,No,56,0,F,,36,0,14.0,1149,59,Gasoline,RENAULT,TWINGO,15,12,152,Tourism,9620,823,0,0.0
18347,A00016794,V01,A00016794-V01,0.5,Median2,24,1,Yearly,No,Retired,78307,No,64,0,M,,41,0,12.0,2299,98,Diesel,MERCEDES BENZ,VITO,15,12,181,Commercial,21456,0,0,0.0
18348,A00016795,V01,A00016795-V01,0.68,Median2,1,1,Yearly,No,WorkPrivate,92075,No,39,0,M,,16,0,9.0,1896,101,Diesel,VOLKSWAGEN,GOLF,10,7,188,Tourism,21800,1260,0,0.0
18349,A00016796,V01,A00016796-V01,0.95,Median2,2,2,Monthly,No,WorkPrivate,13035,No,20,0,M,,2,0,8.0,1398,68,Diesel,PEUGEOT,206,10,6,168,Tourism,14500,1049,0,0.0
18350,A00016797,V01,A00016797-V01,0.5,Maxi,15,15,Yearly,No,Retired,94071,No,78,0,F,,58,0,18.0,1389,60,Gasoline,OPEL,CORSA,18,16,155,Tourism,9894,765,0,0.0
18351,A00016798,V01,A00016798-V01,0.5,Maxi,20,5,Biannual,No,Retired,91687,No,87,0,F,,56,0,9.0,1149,75,Gasoline,RENAULT,CLIO,10,8,170,Tourism,11250,910,0,0.0
18352,A00016799,V01,A00016799-V01,0.8,Median2,4,4,Quarterly,No,WorkPrivate,53034,No,29,0,F,,10,0,12.0,1242,60,Gasoline,FIAT,PUNTO,18,16,160,Tourism,9468,870,0,0.0
18353,A00016800,V01,A00016800-V01,0.5,Maxi,19,4,Biannual,No,Retired,19031,Yes,69,66,M,F,51,37,11.0,1299,60,Gasoline,FORD,KA,15,14,155,Tourism,9041,890,0,0.0
18354,A00016801,V01,A00016801-V01,0.5,Maxi,25,1,Yearly,No,WorkPrivate,81065,Yes,44,42,M,F,26,20,2.0,1598,120,Gasoline,CITROEN,C4 PICASSO,3,2,186,Tourism,24550,1458,0,0.0
18355,A00016802,V01,A00016802-V01,0.72,Maxi,1,1,Yearly,No,WorkPrivate,94065,No,32,0,M,,13,0,1.0,1398,68,Diesel,PEUGEOT,207,5,1,166,Tourism,15608,1176,0,0.0
18356,A00016803,V01,A00016803-V01,0.5,Maxi,7,7,Biannual,No,Professional,77155,No,47,0,M,,28,0,7.0,1997,109,Diesel,PEUGEOT,EXPERT,9,8,165,Commercial,21169,0,0,0.0
18357,A00016804,V01,A00016804-V01,0.5,Maxi,20,5,Biannual,No,WorkPrivate,85191,No,62,0,M,,42,0,9.0,1124,60,Gasoline,PEUGEOT,106,11,8,164,Tourism,9700,835,0,0.0
18358,A00016805,V01,A00016805-V01,0.5,Maxi,12,3,Yearly,No,Professional,06069,Yes,56,52,M,F,36,34,4.0,1360,75,Gasoline,PEUGEOT,207,5,4,170,Tourism,15100,1138,0,0.0
18359,A00016806,V01,A00016806-V01,0.5,Median1,5,2,Yearly,No,WorkPrivate,56173,Yes,55,27,F,F,35,3,13.0,1761,90,Gasoline,CITROEN,XSARA,13,11,182,Tourism,14788,1084,0,0.0
18360,A00016807,V01,A00016807-V01,0.5,Median2,1,1,Monthly,No,Retired,86226,No,64,0,M,,46,0,5.0,2463,115,Diesel,RENAULT,MASTER,6,5,139,Commercial,33727,0,0,0.0
18361,A00016808,V01,A00016808-V01,1.0,Median2,1,1,Biannual,No,WorkPrivate,67356,No,19,0,M,,1,0,5.0,1422,70,Diesel,SEAT,CORDOBA,6,3,166,Tourism,14180,1106,0,0.0
18362,A00016809,V01,A00016809-V01,0.5,Maxi,29,1,Yearly,No,WorkPrivate,59606,No,71,0,F,,47,0,6.0,1390,98,Gasoline,RENAULT,CLIO,10,8,186,Tourism,13750,980,0,0.0
18363,A00016810,V01,A00016810-V01,0.5,Maxi,1,1,Biannual,No,WorkPrivate,69149,No,40,0,F,,20,0,5.0,1560,109,Diesel,PEUGEOT,407,7,5,192,Tourism,23500,1437,1,685.65
18364,A00016811,V01,A00016811-V01,0.5,Median1,11,3,Biannual,No,Professional,29019,No,35,0,M,,17,0,10.0,1997,90,Diesel,PEUGEOT,307,10,7,179,Tourism,18100,1243,0,0.0
18365,A00016812,V01,A00016812-V01,0.5,Maxi,18,4,Monthly,No,Retired,31499,No,65,0,F,,44,0,4.0,1560,109,Diesel,PEUGEOT,307,7,6,192,Tourism,19750,1512,0,0.0
18366,A00016813,V01,A00016813-V01,0.5,Maxi,21,3,Monthly,No,WorkPrivate,10298,No,53,0,F,,35,0,11.0,1124,60,Gasoline,CITROEN,SAXO,15,11,162,Tourism,8919,805,0,0.0
18367,A00016814,V01,A00016814-V01,0.5,Median2,20,10,Monthly,No,WorkPrivate,22050,Yes,64,37,F,F,42,13,17.0,1237,55,Gasoline,RENAULT,TWINGO,18,16,150,Tourism,8614,790,0,0.0
18368,A00016815,V01,A00016815-V01,0.5,Median2,7,2,Yearly,No,WorkPrivate,72121,No,29,0,F,,6,0,14.0,1870,98,Diesel,RENAULT,MEGANE,14,13,183,Tourism,17517,1130,0,0.0
18369,A00016816,V01,A00016816-V01,0.5,Maxi,6,4,Yearly,No,Retired,75107,No,83,0,F,,39,0,9.0,1587,109,Gasoline,PEUGEOT,206,11,8,197,Tourism,16050,950,0,0.0
18370,A00016817,V01,A00016817-V01,0.5,Maxi,7,5,Yearly,No,Professional,34923,No,55,0,M,,35,0,5.0,2148,109,Diesel,MERCEDES BENZ,VITO,8,5,157,Commercial,24542,0,0,0.0
18371,A00016818,V01,A00016818-V01,0.5,Maxi,13,1,Yearly,No,WorkPrivate,95585,No,57,0,M,,34,0,6.0,1587,96,Gasoline,CITROEN,XSARA,11,6,171,Tourism,17900,1315,0,0.0
18372,A00016819,V01,A00016819-V01,0.5,Median2,6,3,Monthly,No,WorkPrivate,02691,Yes,55,24,F,F,34,6,14.0,1171,60,Gasoline,RENAULT,CLIO,19,15,155,Tourism,10199,820,0,0.0
18373,A00016820,V01,A00016820-V01,0.5,Maxi,27,7,Biannual,No,WorkPrivate,92009,No,82,0,M,,38,0,7.0,1390,98,Gasoline,RENAULT,MEGANE,9,6,183,Tourism,16750,1165,0,0.0
18374,A00016821,V01,A00016821-V01,0.5,Mini,15,6,Yearly,No,WorkPrivate,31069,Yes,55,50,M,F,37,15,9.0,1997,90,Diesel,CITROEN,XSARA,12,6,175,Tourism,20750,1320,0,0.0
18375,A00016822,V01,A00016822-V01,0.5,Maxi,29,1,Yearly,No,WorkPrivate,94081,No,61,0,M,,42,0,2.0,1560,90,Diesel,CITROEN,C3,6,6,180,Tourism,15450,1058,0,0.0
18376,A00016823,V01,A00016823-V01,0.5,Maxi,11,1,Monthly,No,WorkPrivate,53096,No,61,0,M,,40,0,2.0,1461,68,Diesel,RENAULT,CLIO,2,2,162,Tourism,13199,1185,0,0.0
18377,A00016824,V01,A00016824-V01,0.5,Maxi,6,2,Biannual,No,WorkPrivate,83137,No,57,0,F,,31,0,2.0,1399,68,Diesel,FORD,FIESTA,3,1,162,Tourism,15630,1011,1,760.14
18378,A00016825,V01,A00016825-V01,0.5,Median2,16,4,Monthly,No,WorkPrivate,62262,No,41,0,M,,22,0,13.0,1896,64,Diesel,SEAT,IBIZA,13,11,158,Tourism,10741,1070,0,0.0
18379,A00016826,V01,A00016826-V01,0.5,Maxi,17,2,Biannual,No,WorkPrivate,26198,Yes,77,67,M,F,47,47,2.0,1461,86,Diesel,RENAULT,MODUS,3,1,171,Tourism,19850,1225,0,0.0
18380,A00016827,V01,A00016827-V01,0.5,Maxi,11,1,Biannual,No,WorkPrivate,42003,Yes,53,64,M,F,34,46,1.0,1997,164,Diesel,PEUGEOT,RCZ,2,1,216,Tourism,32000,1399,0,0.0
18381,A00016828,V01,A00016828-V01,0.5,Mini,5,2,Yearly,No,Professional,93008,Yes,42,39,M,F,16,6,14.0,2874,102,Diesel,MERCEDES BENZ,SPRINTER,14,11,153,Commercial,33646,0,0,0.0
18382,A00016829,V01,A00016829-V01,0.5,Maxi,24,4,Yearly,No,WorkPrivate,52044,Yes,63,34,M,F,44,16,8.0,1868,70,Diesel,PEUGEOT,206,13,11,161,Commercial,12024,1010,0,0.0
18383,A00016830,V01,A00016830-V01,0.5,Median1,17,6,Monthly,No,WorkPrivate,13117,No,49,0,F,,29,0,18.0,1896,64,Diesel,VOLKSWAGEN,GOLF,20,18,156,Tourism,14361,1020,0,0.0
18384,A00016831,V01,A00016831-V01,0.5,Maxi,13,1,Biannual,No,WorkPrivate,37195,Yes,52,47,M,F,31,28,2.0,1461,66,Diesel,RENAULT,MODUS,2,1,158,Tourism,15850,1180,0,0.0
18385,A00016832,V01,A00016832-V01,0.8,Maxi,3,1,Biannual,No,WorkPrivate,59058,No,25,0,M,,6,0,7.0,1910,150,Diesel,ALFA ROMEO,GT,7,2,209,Tourism,32400,1365,0,0.0
18386,A00016833,V01,A00016833-V01,0.58,Maxi,3,1,Biannual,No,WorkPrivate,29019,Yes,54,39,M,F,36,19,4.0,1995,150,Diesel,RENAULT,SCENIC,5,2,204,Tourism,28600,1535,0,0.0
18387,A00016834,V01,A00016834-V01,0.5,Maxi,15,3,Monthly,No,WorkPrivate,38215,No,51,0,F,,23,0,5.0,1461,68,Diesel,RENAULT,CLIO,6,5,162,Tourism,15050,1155,0,0.0
18388,A00016835,V01,A00016835-V01,0.57,Maxi,13,2,Monthly,No,Retired,92012,No,83,0,F,,52,0,7.0,1390,98,Gasoline,RENAULT,CLIO,10,8,186,Tourism,13750,980,0,0.0
18389,A00016836,V01,A00016836-V01,0.5,Mini,5,2,Monthly,No,WorkPrivate,50540,No,41,0,M,,23,0,19.0,1905,66,Diesel,PEUGEOT,205,23,16,160,Tourism,11315,880,0,0.0
18390,A00016837,V01,A00016837-V01,0.5,Median2,2,2,Quarterly,No,WorkPrivate,11433,No,57,0,M,,33,0,19.0,2464,121,Gasoline,JEEP,WRANGLER,18,16,150,Tourism,18279,1395,0,0.0
18391,A00016838,V01,A00016838-V01,0.5,Maxi,25,3,Biannual,No,Retired,56260,No,65,0,F,,40,0,3.0,1461,68,Diesel,RENAULT,MODUS,5,2,159,Tourism,15300,1180,0,0.0
18392,A00016839,V01,A00016839-V01,0.5,Mini,11,11,Yearly,No,WorkPrivate,11021,Yes,45,45,M,F,27,27,24.0,2495,86,Diesel,LAND ROVER,90,25,20,120,Commercial,19948,2400,0,0.0
18393,A00016840,V01,A00016840-V01,0.5,Maxi,12,2,Yearly,No,Retired,95487,No,76,0,M,,51,0,3.0,1560,90,Diesel,CITROEN,C4,7,3,180,Tourism,18800,1257,0,0.0
18394,A00016840,V02,A00016840-V02,0.5,Median2,4,4,Yearly,No,Retired,95487,No,76,0,M,,51,0,16.0,2446,86,Diesel,CITROEN,JUMPER,17,9,125,Commercial,22062,0,0,0.0
18395,A00016840,V03,A00016840-V03,0.5,Median2,2,2,Yearly,No,Retired,95487,No,76,0,M,,51,0,17.0,1905,93,Diesel,CITROEN,ZX,18,14,185,Tourism,18828,1102,0,0.0
18396,A00016841,V01,A00016841-V01,0.5,Maxi,2,2,Yearly,No,Retired,17415,No,63,0,M,,44,0,6.0,1997,136,Diesel,PEUGEOT,307,6,5,202,Tourism,31050,1260,0,0.0
18397,A00016842,V01,A00016842-V01,0.5,Median2,9,2,Biannual,No,WorkPrivate,55186,Yes,49,25,F,F,30,6,14.0,1870,66,Diesel,RENAULT,CLIO,15,14,161,Tourism,11663,960,0,0.0
18398,A00016843,V01,A00016843-V01,0.5,Maxi,2,1,Yearly,No,Retired,66180,No,69,0,M,,51,0,6.0,1896,105,Diesel,VOLKSWAGEN,PASSAT,6,4,188,Tourism,25330,1422,0,0.0
18399,A00016844,V01,A00016844-V01,0.5,Median1,2,2,Monthly,No,WorkPrivate,12185,No,33,0,M,,15,0,19.0,1905,71,Diesel,PEUGEOT,405,23,19,165,Tourism,15535,1080,0,0.0
18400,A00016845,V01,A00016845-V01,0.72,Maxi,6,1,Yearly,No,WorkPrivate,66930,No,28,0,M,,10,0,1.0,1461,111,Diesel,NISSAN,JUKE,1,1,175,Tourism,22990,1245,0,0.0
18401,A00016846,V01,A00016846-V01,0.64,Maxi,4,4,Monthly,No,WorkPrivate,57207,Yes,27,26,M,F,9,8,7.0,1910,81,Diesel,FIAT,STILO,10,7,172,Tourism,16000,1250,0,0.0
18402,A00016847,V01,A00016847-V01,0.51,Maxi,2,2,Biannual,No,WorkPrivate,39176,No,41,0,F,,21,0,11.0,1998,138,Gasoline,PEUGEOT,406,12,7,203,Tourism,31600,1390,0,0.0
18403,A00016848,V01,A00016848-V01,0.5,Median2,23,5,Monthly,No,WorkPrivate,72181,Yes,45,41,F,M,24,17,15.0,1149,60,Gasoline,RENAULT,CLIO,15,15,160,Tourism,11007,862,0,0.0
18404,A00016849,V01,A00016849-V01,0.5,Mini,1,1,Yearly,No,WorkPrivate,83031,No,39,0,F,,20,0,47.0,425,17,Gasoline,CITROEN,2CV,51,41,95,Tourism,940,525,0,0.0
18405,A00016850,V01,A00016850-V01,0.5,Maxi,11,1,Monthly,No,WorkPrivate,49331,Yes,58,22,F,M,38,3,3.0,1248,75,Diesel,FIAT,PUNTO,6,4,165,Tourism,12750,1090,0,0.0
18406,A00016851,V01,A00016851-V01,0.5,Median2,3,3,Yearly,No,WorkPrivate,91421,Yes,67,65,M,F,47,44,15.0,1896,64,Diesel,VOLKSWAGEN,GOLF,18,13,156,Commercial,14742,1085,0,0.0
18407,A00016852,V01,A00016852-V01,0.62,Maxi,13,1,Biannual,Yes,WorkPrivate,59369,Yes,40,39,F,M,16,19,2.0,1461,68,Diesel,RENAULT,CLIO,6,5,162,Tourism,13400,1155,0,0.0
18408,A00016853,V01,A00016853-V01,0.5,Median2,9,1,Yearly,No,WorkPrivate,73008,No,55,0,M,,35,0,12.0,1390,75,Gasoline,RENAULT,KANGOO,13,12,155,Tourism,12959,1065,0,0.0
18409,A00016854,V01,A00016854-V01,0.5,Median2,4,1,Yearly,No,Retired,22162,No,86,0,M,,62,0,18.0,1590,116,Gasoline,HONDA,CONCERTO,20,18,185,Tourism,15428,1075,0,0.0
18410,A00016855,V01,A00016855-V01,0.5,Maxi,9,2,Monthly,No,WorkPrivate,71541,No,55,0,F,,32,0,9.0,1997,90,Diesel,CITROEN,BERLINGO,11,9,163,Tourism,15700,1110,0,0.0
18411,A00016856,V01,A00016856-V01,0.9,Median1,3,3,Biannual,No,WorkPrivate,83126,No,21,0,M,,3,0,12.0,954,51,Gasoline,PEUGEOT,106,15,13,150,Tourism,9590,815,0,0.0
18412,A00016857,V01,A00016857-V01,0.68,Maxi,10,2,Yearly,No,WorkPrivate,49267,No,35,0,F,,17,0,4.0,1560,109,Diesel,PEUGEOT,307,7,6,192,Tourism,22900,1512,0,0.0
18413,A00016858,V01,A00016858-V01,0.5,Mini,25,1,Biannual,No,WorkPrivate,19040,No,63,0,M,,45,0,21.0,1870,66,Diesel,RENAULT,R19,24,19,161,Tourism,14117,1005,0,0.0
18414,A00016858,V02,A00016858-V02,0.5,Median2,21,2,Biannual,No,WorkPrivate,19040,Yes,61,30,F,F,42,12,17.0,1975,74,Diesel,TOYOTA,CARINA,19,16,165,Tourism,17829,1200,0,0.0
18415,A00016859,V01,A00016859-V01,0.5,Maxi,28,1,Biannual,No,Retired,30351,No,75,0,F,,54,0,1.0,1360,75,Gasoline,PEUGEOT,206,2,1,173,Tourism,14000,952,0,0.0
18416,A00016860,V01,A00016860-V01,0.5,Maxi,19,7,Biannual,No,WorkPrivate,57487,No,44,0,F,,24,0,16.0,954,45,Gasoline,PEUGEOT,106,19,17,145,Tourism,9818,850,0,0.0
18417,A00016861,V01,A00016861-V01,0.52,Maxi,7,2,Yearly,No,Retired,44081,No,69,0,M,,50,0,6.0,2946,207,Gasoline,CITROEN,C5,7,3,230,Tourism,34200,1589,0,0.0
18418,A00016862,V01,A00016862-V01,0.5,Median1,11,5,Yearly,No,WorkPrivate,75119,Yes,54,35,F,F,33,7,18.0,1721,96,Gasoline,RENAULT,R19,20,19,178,Tourism,20276,1125,0,0.0
18419,A00016863,V01,A00016863-V01,0.5,Maxi,16,5,Yearly,No,Retired,74208,No,51,0,M,,32,0,8.0,1997,109,Diesel,PEUGEOT,307,9,7,183,Tourism,22250,1260,1,967.19
18420,A00016864,V01,A00016864-V01,0.5,Maxi,13,1,Biannual,Yes,Retired,91200,Yes,74,75,M,F,55,44,7.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,16300,1176,0,0.0
18421,A00016865,V01,A00016865-V01,0.5,Mini,1,1,Yearly,No,Retired,29004,Yes,58,61,F,M,37,43,17.0,2499,75,Diesel,UNIC,DAILY 35,19,15,109,Commercial,27119,0,0,0.0
18422,A00016866,V01,A00016866-V01,0.52,Maxi,26,5,Yearly,No,WorkPrivate,86261,No,50,0,F,,32,0,5.0,1398,68,Diesel,CITROEN,C2,8,5,166,Tourism,16300,996,0,0.0
18423,A00016867,V01,A00016867-V01,0.5,Median2,6,3,Biannual,No,WorkPrivate,75110,No,52,0,M,,34,0,8.0,1690,81,Gasoline,LADA VAZ,NIVA,13,5,137,Tourism,9399,1200,0,0.0
18424,A00016868,V01,A00016868-V01,0.5,Maxi,12,1,Yearly,No,Retired,87113,Yes,64,60,M,F,45,39,3.0,1364,90,Diesel,TOYOTA,YARIS,4,2,175,Tourism,16300,1055,0,0.0
18425,A00016869,V01,A00016869-V01,0.85,Mini,3,3,Monthly,No,WorkPrivate,93061,No,29,0,F,,7,0,12.0,1390,75,Gasoline,RENAULT,CLIO,13,11,170,Tourism,11419,950,0,0.0
18426,A00016870,V01,A00016870-V01,0.5,Median1,1,1,Biannual,No,WorkPrivate,03300,Yes,42,36,F,M,21,18,20.0,1124,55,Gasoline,CITROEN,AX,25,18,161,Tourism,8553,645,0,0.0
18427,A00016871,V01,A00016871-V01,0.5,Mini,6,2,Yearly,No,WorkPrivate,80021,No,62,0,M,,29,0,15.0,1870,64,Diesel,RENAULT,MEGANE,16,15,160,Tourism,15322,1110,0,0.0
18428,A00016872,V01,A00016872-V01,0.5,Maxi,14,1,Biannual,No,Professional,59410,No,63,0,F,,44,0,10.0,1149,59,Gasoline,RENAULT,CLIO,12,11,160,Tourism,11952,890,0,0.0
